route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,jp_trip_desc,jp_trip_desc_symbol,jp_office_id
132200,20180401_weekday,weekday_132200_7,,,1,,,0,0,,,
132200,20180401_weekday,weekday_132200_8,,,1,,,0,0,,,
132200,20180401_weekday,weekday_132200_9,,,1,,,0,0,,,
132200,20180401_weekday,weekday_132200_10,,,1,,,0,0,,,
132200,20180401_weekday,weekday_132200_11,,,1,,,0,0,,,
132200,20180401_weekday,weekday_132200_12,,,1,,,0,0,,,
132200,20180401_weekday,weekday_132200_13,,,1,,,0,0,,,
132210,20180401_weekday,weekday_132210_0,,,0,,,0,0,,,
132210,20180401_weekday,weekday_132210_1,,,0,,,0,0,,,
132210,20180401_weekday,weekday_132210_2,,,0,,,0,0,,,
132210,20180401_weekday,weekday_132210_3,,,0,,,0,0,,,
132210,20180401_weekday,weekday_132210_4,,,0,,,0,0,,,
132210,20180401_weekday,weekday_132210_5,,,0,,,0,0,,,
132210,20180401_weekday,weekday_132210_6,,,0,,,0,0,,,
132210,20180401_weekday,weekday_132210_7,,,0,,,0,0,,,
132210,20180401_weekday,weekday_132210_8,,,0,,,0,0,,,
132210,20180401_weekday,weekday_132210_9,,,0,,,0,0,,,
132210,20180401_weekday,weekday_132210_10,,,0,,,0,0,,,
132210,20180401_weekday,weekday_132210_11,,,0,,,0,0,,,
132210,20180401_weekday,weekday_132210_12,,,0,,,0,0,,,
132210,20180401_weekday,weekday_132210_13,,,0,,,0,0,,,
132210,20180401_weekday,weekday_132210_14,,,0,,,0,0,,,
132610,20180401_weekday,weekday_132610_0,,,0,,,0,0,,,
130410,20180401_weekday,weekday_130410_0,,,0,,,0,0,,,
107500,20180401_weekday,weekday_107500_0,,,1,,,0,0,,,
107500,20180401_weekday,weekday_107500_1,,,1,,,0,0,,,
107510,20180401_weekday,weekday_107510_0,,,0,,,0,0,,,
107510,20180401_weekday,weekday_107510_1,,,0,,,0,0,,,
107510,20180401_weekday,weekday_107510_2,,,0,,,0,0,,,
100310,20180401_weekend,weekend_100310_0,,,0,,,0,0,,,
100710,20180401_weekend,weekend_100710_0,,,0,,,0,0,,,
100710,20180401_weekend,weekend_100710_1,,,0,,,0,0,,,
101110,20180401_weekend,weekend_101110_0,,,0,,,0,0,,,
101500,20180401_weekend,weekend_101500_0,,,1,,,0,0,,,
101500,20180401_weekend,weekend_101500_1,,,1,,,0,0,,,
101500,20180401_weekend,weekend_101500_2,,,1,,,0,0,,,
101510,20180401_weekend,weekend_101510_0,,,0,,,0,0,,,
101510,20180401_weekend,weekend_101510_1,,,0,,,0,0,,,
101510,20180401_weekend,weekend_101510_2,,,0,,,0,0,,,
101510,20180401_weekend,weekend_101510_3,,,0,,,0,0,,,
104100,20180401_weekend,weekend_104100_0,,,1,,,0,0,,,
